ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END
ENSG00000232346	SC22CB-1E7.1		pseudogene	22	32435477	32435883
ENSG00000232347	RP11-488L18.8		lincRNA	1	247374159	247405125
ENSG00000232369	RP5-882O7.4		pseudogene	1	45453906	45454376
ENSG00000232372	RP11-504P24.2		pseudogene	1	224170456	224175856
ENSG00000232374	GPR79	G protein-coupled receptor 79, pseudogene	pseudogene	3	158558788	158559873
ENSG00000232380	ZDHHC20P4	zinc finger, DHHC-type containing 20 pseudogene 4	pseudogene	13	69559190	69560196
ENSG00000232381	OR52U1P	olfactory receptor, family 52, subfamily U, member 1 pseudogene	pseudogene	11	5740520	5741442
ENSG00000232383	AC010677.5		pseudogene	7	26315815	26316226
ENSG00000232385	RPS3AP25	ribosomal protein S3a pseudogene 25	pseudogene	7	94324339	94325131
ENSG00000232386	RP11-66B24.2		lincRNA	15	101389766	101402047
ENSG00000232388	LINC00493	long intergenic non-protein coding RNA 493	lincRNA	20	18548064	18550207
ENSG00000232390	NDUFA5P1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5 pseudogene 1	pseudogene	11	3343092	3343432
ENSG00000232398	TMPRSS11CP	transmembrane protease, serine 11C, pseudogene	pseudogene	4	68632198	68639572
ENSG00000232411	AC009495.3		lincRNA	2	166689558	166695608
ENSG00000232413	RP11-343J18.2		lincRNA	9	128819859	128921892
ENSG00000232416	BPESC1	blepharophimosis, epicanthus inversus and ptosis, candidate 1 (non-protein coding)	lincRNA	3	138823027	138844009
ENSG00000232422	KNOP1P4	lysine-rich nucleolar protein 1 pseudogene 4	pseudogene	6	73696036	73697473
ENSG00000232426	RP11-508M1.7		lincRNA	10	48988121	48998766
ENSG00000232431	RP11-578F21.10		pseudogene	15	29033389	29034344
ENSG00000232434	C9orf172	chromosome 9 open reading frame 172	protein_coding	9	139738867	139741797
ENSG00000232439	RPL18AP7	ribosomal protein L18a pseudogene 7	pseudogene	3	38568293	38568816
ENSG00000232448	RP11-416N4.1		lincRNA	20	10160883	10166423
ENSG00000232450	RP4-730K3.3		pseudogene	1	114241506	114242253
ENSG00000232453	RP4-794H19.1		lincRNA	1	59348540	59362375
ENSG00000232454	RP11-3J10.7		pseudogene	9	37836041	37836391
ENSG00000232456	RP11-5P18.10		pseudogene	1	16361673	16366524
ENSG00000232457	SLC16A6P1	SLC16A6 pseudogene 1	pseudogene	17	62949795	62952664
ENSG00000232459	OR4F14P	olfactory receptor, family 4, subfamily F, member 14 pseudogene	pseudogene	15	102368944	102369882
ENSG00000232460	BMPR1APS2	bone morphogenetic protein receptor, type IA pseudogene 2	pseudogene	11	121232559	121233574
ENSG00000232461	RP11-644C3.1		lincRNA	3	176361729	176585626
ENSG00000232470	RP11-313D6.3		lincRNA	10	112629501	112631352
ENSG00000232486	RP11-18B3.2		pseudogene	9	108520445	108523036
ENSG00000232489	MFAP1P1	microfibrillar-associated protein 1 pseudogene 1	pseudogene	13	31115780	31117034
ENSG00000232491	RP4-756H11.1		pseudogene	7	66021203	66021875
ENSG00000232493	RPL12P11	ribosomal protein L12 pseudogene 11	pseudogene	20	40176061	40176561
ENSG00000232494	RP11-403N16.2		lincRNA	9	82489611	82501593
ENSG00000232499	RP11-512F24.1		pseudogene	1	113992322	113993350
ENSG00000232500	AP005273.1		lincRNA	11	64268325	64272858
ENSG00000232502	AC073464.7		pseudogene	2	95426519	95426861
ENSG00000232504	AC105053.4		lincRNA	2	86116403	86118103
ENSG00000232527	RP11-14N7.2		lincRNA	1	148928322	148951595
ENSG00000232528	RP4-673D20.3		pseudogene	20	1748603	1760641
ENSG00000232535	OR5H8P	olfactory receptor, family 5, subfamily H, member 8 pseudogene	polymorphic_pseudogene	3	98030853	98031687
ENSG00000232537	RP11-385M4.1		lincRNA	1	209320612	209328446
ENSG00000232546	RP11-458F8.1		pseudogene	7	66313483	66323123
ENSG00000232553	AC006026.10		pseudogene	7	23624681	23625974
ENSG00000232554	RSU1P2	Ras suppressor protein 1 pseudogene 2	pseudogene	10	45595614	45611549
ENSG00000232555	AC104088.1		lincRNA	2	173180015	173188465
ENSG00000232559	GS1-124K5.12		pseudogene	7	66010634	66057373
ENSG00000232560	C21orf37	chromosome 21 open reading frame 37	protein_coding	21	18811208	18821503
ENSG00000232561	GTF2IP1	general transcription factor IIi, pseudogene 1	pseudogene	7	74602783	74653438
ENSG00000232563	AC026214.2		pseudogene	3	1435857	1436132
ENSG00000232567	GLUD1P8	glutamate dehydrogenase 1 pseudogene 8	pseudogene	10	47253595	47259683
ENSG00000232587	EEF1A1P3	eukaryotic translation elongation factor 1 alpha 1 pseudogene 3	pseudogene	13	28788650	28790034
ENSG00000232591	RP5-1031D4.2		lincRNA	10	7487520	7513904
ENSG00000232596	RP1-37J18.2		lincRNA	1	4631608	4643481
ENSG00000232598	RP1-90K10.4		lincRNA	6	36907847	36912451
ENSG00000232608	TIMM9P2	translocase of inner mitochondrial membrane 9 homolog (yeast) pseudogene 2	pseudogene	21	40588550	40589432
ENSG00000232610	CCT6P4	chaperonin containing TCP1, subunit 6 (zeta) pseudogene 4	pseudogene	3	190432600	190434188
ENSG00000232615	CTD-2012J19.1		pseudogene	5	1614951	1616449
ENSG00000232618	RP11-439L18.1		lincRNA	6	143271348	143277580
ENSG00000232624	RP11-478H13.3		lincRNA	10	29082841	29097148
ENSG00000232626	RP11-175B9.2		pseudogene	1	202407524	202409085
ENSG00000232629	HLA-DQB2	major histocompatibility complex, class II, DQ beta 2	protein_coding	6	32723875	32731311
ENSG00000232630	PRPS1P2	phosphoribosyl pyrophosphate synthetase 1 pseudogene 2	pseudogene	9	127912932	127913868
ENSG00000232637	WI2-3658N16.1		pseudogene	1	146214651	146253110
ENSG00000232653	GOLGA8N	golgin A8 family, member N	protein_coding	15	32885657	32896179
ENSG00000232671	RP11-126K1.2	Uncharacterized protein 	protein_coding	1	151252500	151254093
ENSG00000232676	ADH5P2	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 2	pseudogene	1	79986765	79987888
ENSG00000232677	LINC00665	long intergenic non-protein coding RNA 665	lincRNA	19	36803969	36822620
ENSG00000232679	RP11-400N13.3		lincRNA	1	222215047	222238105
ENSG00000232680	AC002511.3		lincRNA	19	35923859	35925544
ENSG00000232687	RPL12P9	ribosomal protein L12 pseudogene 9	pseudogene	21	30500022	30500509
ENSG00000232690	AC097713.2	heat shock 10kDa protein 1 pseudogene 9	pseudogene	2	235363801	235364427
ENSG00000232694	XX-CR54.3		lincRNA	1	248881947	248885506
ENSG00000232698	AP001058.3		lincRNA	21	45626408	45627282
ENSG00000232699	BDH2P1	3-hydroxybutyrate dehydrogenase, type 2 pseudogene 1	pseudogene	6	99622620	99623357
ENSG00000232702	RP3-437C15.1		pseudogene	6	51274879	51275335
ENSG00000232706	NUTM2HP	NUT family member 2H, pseudogene	pseudogene	10	52436503	52446086
ENSG00000232709	MARK2P9	MAP/microtubule affinity-regulating kinase 2 pseudogene 9	pseudogene	10	94178424	94180632
ENSG00000232713	AC010733.5		pseudogene	2	61165339	61165739
ENSG00000232717	TRIM51JP	tripartite motif-containing 51J, pseudogene	pseudogene	2	96240647	96246512
ENSG00000232718	GAPDHP48	glyceraldehyde 3 phosphate dehydrogenase pseudogene 48	pseudogene	2	3735611	3736571
ENSG00000232719	RP11-13J8.1		lincRNA	2	201966105	201967859
ENSG00000232721	RP11-403I13.5		lincRNA	1	149230716	149232554
ENSG00000232724	AC111186.1		pseudogene	17	73070401	73075644
ENSG00000232727	RP11-321E8.1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon pseudogene 1	pseudogene	7	63894208	63894970
ENSG00000232740	AC062020.1		lincRNA	2	123823727	123831057
ENSG00000232742	RHOQP2	ras homolog family member Q pseudogene 2	pseudogene	2	132218533	132219150
ENSG00000232746	RP11-767C1.1		lincRNA	3	12919021	12926710
ENSG00000232750	RP11-177A2.5		pseudogene	1	179004444	179004787
ENSG00000232757	ETF1P1	eukaryotic translation termination factor 1 pseudogene 1	pseudogene	6	29999490	30000780
ENSG00000232760	AC103564.6		pseudogene	2	132591356	132594105
ENSG00000232774	RP11-47I22.3	Uncharacterized protein 	protein_coding	14	62037372	62125414
ENSG00000232775	AP000525.10		pseudogene	22	16157079	16172700
ENSG00000232778	RPL23AP50	ribosomal protein L23a pseudogene 50	pseudogene	6	108253004	108253458
ENSG00000232780	RP5-871G17.5		pseudogene	1	119977079	119977703
ENSG00000232783	AC073135.3		pseudogene	3	197836983	197838749
ENSG00000232784	AC067961.1		lincRNA	2	226264426	226265304
ENSG00000232806	AP001610.9		lincRNA	21	42931052	42934885
ENSG00000232810	TNF	tumor necrosis factor	protein_coding	6	31543344	31546113
ENSG00000232815	LINC00537	long intergenic non-protein coding RNA 537	pseudogene	9	68413482	68414196
ENSG00000232818	RPS2P32	ribosomal protein S2 pseudogene 32	pseudogene	7	23530092	23530983
ENSG00000232823	RP11-179H18.7	thioredoxin pseudogene 1	pseudogene	10	121442639	121443335
ENSG00000232829	GSTO3P	glutathione S-transferase omega 3, pseudogene	pseudogene	3	130546503	130547220
ENSG00000232833	FAM27E3	family with sequence similarity 27, member E3	protein_coding	9	67784944	67786275
ENSG00000232835	AC107057.1		lincRNA	2	5689912	5696163
ENSG00000232837	AF064858.7		lincRNA	21	40346355	40349700
ENSG00000232838	PET117	PET117 homolog (S. cerevisiae)	protein_coding	20	18118517	18123813
ENSG00000232850	AL590708.2		protein_coding	9	130890799	130891481
ENSG00000232855	AF131217.1		lincRNA	21	29811667	30047170
ENSG00000232858	RPL34P27	ribosomal protein L34 pseudogene 27	pseudogene	13	25562715	25563063
ENSG00000232859	LYRM9	LYR motif containing 9	protein_coding	17	26205340	26220409
ENSG00000232862	RP4-665N4.4		pseudogene	1	36545667	36547923
ENSG00000232871	SEC1P	secretory blood group 1, pseudogene	pseudogene	19	49141402	49184461
ENSG00000232872	CTAGE3P	CTAGE family, member 3, pseudogene	pseudogene	13	52482354	52484757
ENSG00000232873	AC046143.6		pseudogene	3	194283707	194284730
ENSG00000232879	RP11-544M22.3		pseudogene	1	161004624	161004796
ENSG00000232880	RP3-453C12.8		pseudogene	20	44016987	44017345
ENSG00000232882	PHKA1P1	phosphorylase kinase, alpha 1 pseudogene 1	pseudogene	1	91358549	91359169
ENSG00000232883	RP11-302I18.1		pseudogene	1	220490009	220490941
ENSG00000232884	AF127936.3		lincRNA	21	16119083	16126184
ENSG00000232888	RPS11P5	ribosomal protein S11 pseudogene 5	pseudogene	12	133402287	133402772
ENSG00000232894	MRPS31P2	mitochondrial ribosomal protein S31 pseudogene 2	pseudogene	13	20126711	20144428
ENSG00000232901	CYCSP10	cytochrome c, somatic pseudogene 10	pseudogene	3	10042331	10042624
ENSG00000232903	RP13-137A17.4	long intergenic non-protein coding RNA 1166	lincRNA	10	134757471	134778793
ENSG00000232908	HSD17B7P1	hydroxysteroid (17-beta) dehydrogenase 7 pseudogene 1	pseudogene	1	247990788	247991804
ENSG00000232922	AC004112.5		pseudogene	7	112013788	112014305
ENSG00000232926	AC000078.5		pseudogene	22	19874812	19875493
ENSG00000232930	AC083864.3		lincRNA	7	36069221	36095041
ENSG00000232931	LINC00342	long intergenic non-protein coding RNA 342	lincRNA	2	96472866	96481963
ENSG00000232946	RP11-390F4.2		pseudogene	9	6675284	6675614
ENSG00000232952	RP11-90H3.1		pseudogene	1	106434361	106436139
ENSG00000232953	HSPA8P18	heat shock 70kDa protein 8 pseudogene 18	pseudogene	3	19981761	19984802
ENSG00000232956	SNHG15	small nucleolar RNA host gene 15 (non-protein coding)	lincRNA	7	45022622	45026560
ENSG00000232958	AC091069.1		pseudogene	3	6249956	6250258
ENSG00000232977	LINC00327	long intergenic non-protein coding RNA 327	lincRNA	13	24040710	24061603
ENSG00000232987	AC051649.6		lincRNA	11	2012326	2014699
ENSG00000232994	RPL7P14	ribosomal protein L7 pseudogene 14	pseudogene	2	203904831	203905622
ENSG00000233005	AC067959.1		lincRNA	2	21444047	22193831
ENSG00000233008	RP11-475O6.1		lincRNA	1	84041459	84326706
ENSG00000233012	HDAC1P2	histone deacetylase 1 pseudogene 2	pseudogene	1	220799082	220801398
ENSG00000233013	FAM157B	family with sequence similarity 157, member B	lincRNA	9	141106637	141143444
ENSG00000233017	RP5-908M14.5		lincRNA	20	61004604	61006568
ENSG00000233024	RP11-1212A22.4	LOC339047 protein; Nuclear pore complex-interacting protein family member A3; Nuclear pore complex-interacting protein family member A5; Protein PKD1P1 	protein_coding	16	18451943	18466711
ENSG00000233025	CRYZP1	crystallin, zeta (quinone reductase) pseudogene 1	pseudogene	7	102729111	102730057
ENSG00000233028	RP4-725G10.4		pseudogene	7	56243327	56244105
ENSG00000233041	PHGR1	proline/histidine/glycine-rich 1	protein_coding	15	40643234	40648635
ENSG00000233045	AC097523.1		pseudogene	2	139036144	139036780
ENSG00000233048	RP5-1069C8.2		lincRNA	20	12845850	12933167
ENSG00000233056	ERVH48-1	endogenous retrovirus group 48, member 1	lincRNA	21	44336913	44345756
ENSG00000233057	EEF1A1P14	eukaryotic translation elongation factor 1 alpha 1 pseudogene 14	pseudogene	1	194158097	194159472
ENSG00000233072	RPS15AP6	ribosomal protein S15a pseudogene 6	pseudogene	1	21330043	21330427
ENSG00000233077	RP11-290F20.2		lincRNA	20	48927248	48937879
ENSG00000233079	RP11-90C4.3		lincRNA	1	56410760	56415792
ENSG00000233080	CTA-714B7.5		lincRNA	22	35515817	35627049
ENSG00000233081	RP11-440G5.2		lincRNA	9	94188520	94189426
ENSG00000233082	AC073094.4		lincRNA	7	1306989	1308903
ENSG00000233084	AL672183.2		pseudogene	1	249230780	249231242
ENSG00000233087	AC073869.1		pseudogene	2	132118066	132121731
ENSG00000233090	AC015922.7		pseudogene	17	15696176	15696359
ENSG00000233096	RP11-520A21.1		lincRNA	3	41012032	41013069
ENSG00000233111	RAB1C	RAB1C, member RAS oncogene family pseudogene	pseudogene	9	37636685	37637290
ENSG00000233117	LINC00702	long intergenic non-protein coding RNA 702	lincRNA	10	4243333	4286104
ENSG00000233121	VN1R20P	vomeronasal 1 receptor 20 pseudogene	pseudogene	3	13968310	13969275
ENSG00000233122	CTAGE7P	CTAGE family, member 7, pseudogene	pseudogene	10	131904273	131907095
ENSG00000233123	LINC01007	long intergenic non-protein coding RNA 1007	lincRNA	7	101206059	101212286
ENSG00000233128	AC007317.1		lincRNA	2	40973627	40994592
ENSG00000233137	RP11-220I1.1		lincRNA	9	37079893	37090398
ENSG00000233143	AC009492.1		lincRNA	2	218147462	218200843
ENSG00000233147	RP11-90C4.1		lincRNA	1	56289480	56333921
ENSG00000233148	SYF2P2	SYF2 pre-mRNA-splicing factor pseudogene 2	pseudogene	9	35010700	35011282
ENSG00000233154	RP4-655J12.4		lincRNA	1	116966346	117021464
ENSG00000233170	RP11-863K10.4		pseudogene	8	37604854	37605522
ENSG00000233176	OR7E157P	olfactory receptor, family 7, subfamily E, member 157 pseudogene	pseudogene	8	7449528	7450438
ENSG00000233179	RP11-536P6.3		lincRNA	22	48844702	48847029
ENSG00000233193	AC005324.7		lincRNA	17	15664928	15667083
ENSG00000233196	GS1-304P7.1		pseudogene	1	186549647	186550323
ENSG00000233198	RNF224	ring finger protein 224	protein_coding	9	140122018	140124090
ENSG00000233200	RP11-324I22.2		lincRNA	10	35508822	35519526
ENSG00000233205	AC108479.2		pseudogene	2	88272175	88272601
ENSG00000233208	LINC00642	long intergenic non-protein coding RNA 642	lincRNA	14	90921574	90925249
ENSG00000233214	AC002511.2		lincRNA	19	35914964	35915554
ENSG00000233215	AP000472.2		lincRNA	21	23381263	23470778
ENSG00000233216	RP11-414C16.1		pseudogene	1	58694354	58694675
ENSG00000233217	MROH3P	maestro heat-like repeat family member 3, pseudogene	pseudogene	1	200890122	200935658
ENSG00000233220	LINC00167	long intergenic non-protein coding RNA 167	lincRNA	11	129872833	129874251
ENSG00000233225	AC004987.9		pseudogene	7	39872813	39874544
ENSG00000233231	HNRNPA1P49	heterogeneous nuclear ribonucleoprotein A1 pseudogene 49	pseudogene	6	166748056	166748959
ENSG00000233232	NPIPB7	nuclear pore complex interacting protein family, member B7	protein_coding	16	28467693	28481868
ENSG00000233236	AP001171.1		lincRNA	21	21629065	21631133
ENSG00000233237	LINC00472	long intergenic non-protein coding RNA 472	lincRNA	6	72054047	72130472
ENSG00000233261	LINC00264	long intergenic non-protein coding RNA 264	lincRNA	10	26878794	26883253
ENSG00000233264	AC006042.8		pseudogene	7	8019943	8021859
ENSG00000233265	MICF	MHC class I polypeptide-related sequence F (pseudogene)	pseudogene	6	29820140	29820268
ENSG00000233266	HMGB1P31	high mobility group box 1 pseudogene 31	pseudogene	2	54278471	54278897
ENSG00000233270	SNRPEP4	small nuclear ribonucleoprotein polypeptide E pseudogene 4	pseudogene	19	5576671	5576949
ENSG00000233276	GPX1	glutathione peroxidase 1	protein_coding	3	49394609	49396033
ENSG00000233277	RP5-1030M6.3		lincRNA	20	42523360	42524108
ENSG00000233280	CRYBG3	Beta/gamma crystallin domain-containing protein 3; cDNA FLJ60082, weakly similar to Uro-adherence factor A 	protein_coding	3	97540884	97594132
ENSG00000233287	AC009362.2		pseudogene	7	130927349	130927754
ENSG00000233288	RP11-760D2.5		lincRNA	7	56601923	56605823
ENSG00000233290	RP11-147G16.1		lincRNA	1	82680904	82726817
ENSG00000233295	FAM90A20P	family with sequence similarity 90, member A20, pseudogene	pseudogene	8	7152536	7155546
ENSG00000233297	RASA4DP	RAS p21 protein activator 4CD, pseudogene	pseudogene	7	102322283	102330916
ENSG00000233299	HIGD1AP4	HIG1 hypoxia inducible domain family, member 1A pseudogene 4	pseudogene	2	224262985	224263264
ENSG00000233300	EIF4A1P1	eukaryotic translation initiation factor 4A1 pseudogene 1	pseudogene	21	28739333	28740266
ENSG00000233313	HMGA1P5	high mobility group AT-hook 1 pseudogene 5	pseudogene	10	77036134	77036404
ENSG00000233319	RP11-500G10.4	peptidylprolyl isomerase A (cyclophilin A) pseudogene 32	pseudogene	10	131930034	131930505
ENSG00000233321	RP11-482E14.1		lincRNA	10	3529086	3545030
ENSG00000233325	MIPEPP3	mitochondrial intermediate peptidase pseudogene 3	pseudogene	13	21872278	21880512
ENSG00000233327	USP32P2	ubiquitin specific peptidase 32 pseudogene 2	pseudogene	17	18414576	18426609
ENSG00000233328	PFN1P1	profilin 1 pseudogene 1	pseudogene	1	171639657	171640079
ENSG00000233333	RNFT1P2	ring finger protein, transmembrane 1 pseudogene 2	pseudogene	1	78636165	78636921
ENSG00000233337	UBE2FP3	ubiquitin-conjugating enzyme E2F (putative) pseudogene 3	pseudogene	1	111980136	111980659
ENSG00000233342	RP11-235G24.3		lincRNA	6	161347401	161348194
ENSG00000233343	ATP6V1G1P4	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 pseudogene 4	pseudogene	10	35447234	35447568
ENSG00000233347	ERP29P1	endoplasmic reticulum lumenal protein 29 pseudogene 1	pseudogene	20	50726883	50727588
ENSG00000233354	LINC00028	long intergenic non-protein coding RNA 28	lincRNA	20	30073581	30075377
ENSG00000233359	RP11-202K23.1		lincRNA	1	102665295	102855186
ENSG00000233365	RP4-655C5.4		lincRNA	6	166650457	166657197
ENSG00000233368	RP11-277L2.3		lincRNA	1	149576701	149577296
ENSG00000233369	RP11-396K3.1		pseudogene	7	72569033	72619657
ENSG00000233377	MTND4P20	MT-ND4 pseudogene 20	pseudogene	10	96700010	96700878
ENSG00000233379	RP11-318G21.4		lincRNA	13	78513297	78519009
ENSG00000233380	RPS2P48	ribosomal protein S2 pseudogene 48	pseudogene	17	51834350	51835231
ENSG00000233381	AK4P3	adenylate kinase 4 pseudogene 3	pseudogene	12	31768702	31769373
ENSG00000233388	RP4-569D19.5		pseudogene	22	35897908	35899633
ENSG00000233393	AP000688.29		lincRNA	21	37477179	37481988
ENSG00000233395	LINC00841	long intergenic non-protein coding RNA 841	lincRNA	10	44434451	44439914
ENSG00000233396	RP11-458D21.1		lincRNA	1	145373054	145382434
ENSG00000233410	RP11-16L9.3		lincRNA	1	198975169	198990166
ENSG00000233415	RP11-101E14.3		lincRNA	20	38660227	38672531
ENSG00000233416	AC012065.5		pseudogene	2	20806040	20806414
ENSG00000233417	RP4-742N3.1		lincRNA	7	119781070	119783050
ENSG00000233421	U1	U1 spliceosomal RNA	lincRNA	1	16860381	16862144
ENSG00000233423	RP4-736H5.3		lincRNA	7	67156045	67162016
ENSG00000233426	EIF3FP3	eukaryotic translation initiation factor 3, subunit F pseudogene 3	pseudogene	2	58478575	58479703
ENSG00000233430	RP11-403I13.9		lincRNA	1	149305910	149313076
ENSG00000233435	AGGF1P2	angiogenic factor with G patch and FHA domains 1 pseudogene 2	pseudogene	10	135455590	135456398
ENSG00000233436	BTBD18	BTB (POZ) domain containing 18	protein_coding	11	57510986	57519253
ENSG00000233438	AC109829.1	Uncharacterized protein 	protein_coding	2	27760253	27790011
ENSG00000233441	CYP2AB1P	cytochrome P450, family 2, subfamily AB, polypeptide 1, pseudogene	pseudogene	3	183613688	183628724
