ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END	n	p.HMP	p.EBM	P	log10maxP
ENSG00000235833	AC159540.14		pseudogene	2	98140412	98141439	8	0.944833262955718	0.993432842290621	0.993432842290621	0.00286148658981866
ENSG00000235859	AC006978.6		pseudogene	7	30410987	30412357	16	0.150769292720389	0.27897285905262	0.27897285905262	0.554438046679958
ENSG00000235863	B3GALT4	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4	protein_coding	6	33244917	33252609	9	0.155069941332456	0.266963440506579	0.266963440506579	0.573548209322271
ENSG00000235878	AP001468.1	Protein LOC101060037 	protein_coding	21	47612391	47613673	42	0.0958887696167369	0.1102840563357	0.1102840563357	0.957487268574484
ENSG00000235884	LINC00941	long intergenic non-protein coding RNA 941	lincRNA	12	30947977	30955645	24	0.98498138383978	0.802947572389678	0.98498138383978	0.00657197759584982
ENSG00000235885	AC023115.2		lincRNA	2	67313578	67523207	3	0.674738528402942	0.802654991745555	0.802654991745555	0.0954710890657987
ENSG00000235888	AF064858.8		lincRNA	21	40360633	40378079	9	0.718818423084038	0.767522706493192	0.767522706493192	0.114908767435367
ENSG00000235907	RP4-580O19.2		pseudogene	1	33977608	33978343	2	0.525497729820726	0.551418811064503	0.551418811064503	0.258518422484574
ENSG00000235933	RP5-1185H19.2		lincRNA	1	116706905	116708862	2	0.701157441477416	0.947651308375288	0.947651308375288	0.023351433448404
ENSG00000235942	LCE6A	late cornified envelope 6A	protein_coding	1	152815344	152816459	2	0.318835878116832	0.215946177323918	0.318835878116832	0.496432814028003
ENSG00000235944	ZNF815P	zinc finger protein 815, pseudogene	pseudogene	7	5862791	5894066	23	0.753693509127902	0.544962548357322	0.753693509127902	0.122805224892829
ENSG00000235957	COX7CP1	cytochrome c oxidase subunit VIIc pseudogene 1	pseudogene	13	49761615	49761806	4	0.704745117603318	0.817272115274652	0.817272115274652	0.0876333186377161
ENSG00000235962	RP11-462L8.2		pseudogene	10	33346543	33347343	3	0.425956664715064	0.370679224525677	0.425956664715064	0.370634582194089
ENSG00000235963	MCCD1P1	mitochondrial coiled-coil domain 1 pseudogene 1	pseudogene	6	29875560	29876422	10	0.740582268042711	0.484986562887166	0.740582268042711	0.130426690589838
ENSG00000235974	VN2R19P	vomeronasal 2 receptor 19 pseudogene	pseudogene	19	58523957	58537294	3	0.719350284396234	0.87285161314988	0.87285161314988	0.0590595811142075
ENSG00000235978	AC018816.3	Uncharacterized protein 	protein_coding	3	4855978	4928977	12	0.888929811028194	0.810462616427876	0.888929811028194	0.0511325291158994
ENSG00000235979	AC004448.5		lincRNA	17	19342456	19364308	15	0.694466969633904	0.399529642108097	0.694466969633904	0.158348405429408
ENSG00000235994	RP3-470B24.5		lincRNA	6	168376604	168380456	32	0.767167643057134	0.572948936410466	0.767167643057134	0.115109722753555
ENSG00000235997	AC109642.1		lincRNA	2	30569525	30575297	8	0.421712458648018	0.262971040509793	0.421712458648018	0.374983568436972
ENSG00000236002	CTB-75G16.1		pseudogene	17	34930301	34931164	4	0.363151877461372	0.363280750181548	0.363280750181548	0.439757614279931
ENSG00000236008	AC011747.4		lincRNA	2	8699963	8723922	13	0.730417744726987	0.420419221984655	0.730417744726987	0.136428684620249
ENSG00000236013	RP3-332B22.1		lincRNA	6	140388572	140414858	2	0.694027855451568	0.93465366330829	0.93465366330829	0.0293492875000124
ENSG00000236018	RP4-814D15.1		pseudogene	7	156990294	156991205	2	0.641575904257718	0.809792008483252	0.809792008483252	0.0916265134267694
ENSG00000236035	RP11-90O23.1		pseudogene	1	203626097	203626888	2	0.480417920549011	0.446396158550463	0.480417920549011	0.318380800914449
ENSG00000236036	LINC00445	long intergenic non-protein coding RNA 445	lincRNA	13	36271661	36273393	3	0.641130301249748	0.711304107814503	0.711304107814503	0.147944683223955
ENSG00000236039	AC019117.2		lincRNA	7	17474101	17500296	9	0.688738950693037	0.687326577474442	0.688738950693037	0.161945355387396
ENSG00000236040	CHIAP1	chitinase, acidic pseudogene 1	pseudogene	1	111792876	111799337	4	0.635868689871657	0.496150007097317	0.635868689871657	0.196632559118823
ENSG00000236047	AC073410.1		pseudogene	2	203385124	203385712	3	0.64144110446994	0.718881679999801	0.718881679999801	0.143342583819781
ENSG00000236056	GAPDHP14	glyceraldehyde-3-phosphate dehydrogenase pseudogene 14	pseudogene	21	30594642	30595578	4	0.0489539007622107	0.044619399550016	0.0489539007622107	1.31021269687397
ENSG00000236060	HSPB1P1	heat shock 27kDa protein 1 pseudogene 1	pseudogene	9	74622797	74623052	2	0.405404297226737	0.442327896473565	0.442327896473565	0.35425566993972
ENSG00000236066	RP11-389O22.1		lincRNA	1	113550876	113589677	2	0.066543663190821	0.0575594449976796	0.066543663190821	1.17689329514484
ENSG00000236078	AC095067.1		lincRNA	7	47661537	47669491	4	0.401590563374511	0.392253913094556	0.401590563374511	0.396216500849412
ENSG00000236081	AC074389.9		lincRNA	7	1778266	1781927	2	0.174671872507053	0.223733842366316	0.223733842366316	0.650268318803232
ENSG00000236083	OR13E1P	olfactory receptor, family 13, subfamily E, member 1 pseudogene	pseudogene	9	35859059	35859980	7	0.616717607653359	0.528549592180001	0.616717607653359	0.20991365203173
ENSG00000236090	LDHAP3	lactate dehydrogenase A pseudogene 3	pseudogene	2	42046887	42047894	2	0.626733399122917	0.799807478538304	0.799807478538304	0.0970145393463662
ENSG00000236094	LINC00545	long intergenic non-protein coding RNA 545	lincRNA	13	31456688	31457532	7	0.313433177093304	0.201710936993029	0.313433177093304	0.503855035097998
ENSG00000236104	ZBTB22	zinc finger and BTB domain containing 22	protein_coding	6	33282183	33285719	10	0.740316489103744	0.545129633197941	0.740316489103744	0.13058257744879
ENSG00000236106	AC010729.2		lincRNA	2	5866581	5870474	2	0.366180660136739	0.336285730939949	0.366180660136739	0.436304596729279
ENSG00000236114	RP11-517P14.7		pseudogene	10	44018704	44020665	6	0.447976191060736	0.514274752960399	0.514274752960399	0.288804795762752
ENSG00000236132	CTA-440B3.1		pseudogene	22	32212365	32213477	3	0.261428289427374	0.165888421425563	0.261428289427374	0.582647418754543
ENSG00000236133	LINC01069	long intergenic non-protein coding RNA 1069	lincRNA	13	78563507	78564781	2	0.115778154534525	0.11317496384827	0.115778154534525	0.936373377224388
ENSG00000236136	ADORA2BP		pseudogene	1	209917718	209918559	4	0.626907000058982	0.663666376567953	0.663666376567953	0.178050184528965
ENSG00000236155	RP11-231P20.2		pseudogene	1	26536232	26556331	8	0.0894460131389583	0.122475252431746	0.122475252431746	0.911951656753433
ENSG00000236173	RP1-182D15.2		lincRNA	6	170209414	170210198	23	0.712186555208077	0.458070410571416	0.712186555208077	0.147406229277403
ENSG00000236184	TCEA1P4	transcription elongation factor A (SII), 1 pseudogene 4	pseudogene	9	32979558	32980385	9	0.26896194679661	0.177458904140635	0.26896194679661	0.570309160388969
ENSG00000236204	AC092594.1		lincRNA	2	19167729	19546509	6	0.456911679992474	0.517754005764818	0.517754005764818	0.285876532367245
ENSG00000236206	RP11-306I1.2		lincRNA	1	165567700	165592568	4	0.193602044665939	0.277341606809451	0.277341606809451	0.556984972642534
ENSG00000236209	AC104135.2		lincRNA	2	75146682	75151973	50	0.999363046487632	0.707958049063628	0.999363046487632	0.000276713531836772
ENSG00000236233	RP11-12A20.7		pseudogene	9	67792167	67794649	6	0.0159438400593449	0.0290972284912437	0.0290972284912437	1.53614837555985
ENSG00000236253	SLC25A3P1	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3 pseudogene 1	pseudogene	1	53878821	53905693	2	0.553815700923711	0.60851783509097	0.60851783509097	0.215726688480618
ENSG00000236255	AC009404.2		lincRNA	2	118591513	118599234	29	0.935330185945911	0.611086438117991	0.935330185945911	0.0290350494264194
ENSG00000236264	RPL26P30	ribosomal protein L26 pseudogene 30	pseudogene	11	2356362	2357006	9	0.272606636124208	0.177826790248529	0.272606636124208	0.564463576245126
ENSG00000236268	RP11-170N11.1		lincRNA	1	83439565	83451891	8	0.847344633619262	0.935843426515636	0.935843426515636	0.028796805843434
ENSG00000236279	CLEC2L	C-type lectin domain family 2, member L	protein_coding	7	139208602	139229730	7	0.241169093954716	0.627352807765783	0.627352807765783	0.202488153948385
ENSG00000236287	ZBED5	zinc finger, BED-type containing 5	protein_coding	11	10833621	10879805	7	0.7301075448575	0.745323615797923	0.745323615797923	0.127655117803378
ENSG00000236289	AC130710.1		lincRNA	2	16190549	16225923	3	0.224471574950878	0.170297501086938	0.224471574950878	0.648838646302387
ENSG00000236296	GUSBP5	glucuronidase, beta pseudogene 5	pseudogene	4	144480625	144570458	33	0.905213579116464	0.642240151275553	0.905213579116464	0.043248939813292
ENSG00000236297	RP11-175P19.2		pseudogene	3	193296601	193297254	28	0.99148126427432	0.855458704583282	0.99148126427432	0.00371548811440855
ENSG00000236307	AC104651.1		pseudogene	2	112645491	112646318	3	0.361205690467416	0.297331464168873	0.361205690467416	0.44224541638973
ENSG00000236312	RPL34P34	ribosomal protein L34 pseudogene 34	pseudogene	19	22551401	22551754	3	0.48254821933606	0.402644451266927	0.48254821933606	0.31645928264094
ENSG00000236319	CTD-2033D24.2		pseudogene	17	53604325	53638938	2	0.249787519281516	0.181387391646103	0.249787519281516	0.602429265091504
ENSG00000236320	SLFN14	schlafen family member 14	protein_coding	17	33875144	33885117	2	0.417251527600933	0.433714723405451	0.433714723405451	0.362795834514354
ENSG00000236323	BMP6P1	bone morphogenetic protein 6 pseudogene 1	pseudogene	22	22540331	22541009	2	0.040247510912055	0.0270633033733425	0.040247510912055	1.39526097319886
ENSG00000236330	RPL5P9	ribosomal protein L5 pseudogene 9	pseudogene	2	111725411	111726296	2	0.0423863423446264	0.0235923719177944	0.0423863423446264	1.37277405849858
ENSG00000236332	AP001605.4		lincRNA	21	28733483	28768106	2	0.669824007175131	0.838499760567118	0.838499760567118	0.0764970570702918
ENSG00000236349	SUCLG2P2	succinate-CoA ligase, GDP-forming, beta subunit pseudogene 2	pseudogene	12	94942017	94943312	2	0.323865643618189	0.240854331013399	0.323865643618189	0.489635120462888
ENSG00000236354	LINC00437	long intergenic non-protein coding RNA 437	lincRNA	13	39107480	39119436	6	0.897966346210261	0.96796576332253	0.96796576332253	0.0141400032939343
ENSG00000236377	AC084809.3		lincRNA	17	31232680	31233602	4	0.23160607064828	0.0932593459645999	0.23160607064828	0.635250061462317
ENSG00000236383	LINC00854	long intergenic non-protein coding RNA 854	processed_transcript	17	41368960	41383338	2	0.601135881248518	0.727607897621437	0.727607897621437	0.13810259565199
ENSG00000236384	LINC00479	long intergenic non-protein coding RNA 479	lincRNA	21	43131680	43135935	18	0.93306482617545	0.701783635342232	0.93306482617545	0.0300881818995363
ENSG00000236397	DDX11L2	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 like 2	pseudogene	2	114356656	114359144	50	0.962546857462518	0.467978572915379	0.962546857462518	0.0165781195419814
ENSG00000236411	NDUFAF4P3	NADH dehydrogenase (ubiquinone) complex I, assembly factor 4 pseudogene 3	pseudogene	3	37831412	37831936	20	0.299458042695147	0.345259584905372	0.345259584905372	0.461854255939103
ENSG00000236417	CTSLP1	cathepsin L pseudogene 1	pseudogene	10	89146442	89149960	6	0.74798483325773	0.708201108149803	0.74798483325773	0.126107208150587
ENSG00000236423	RP13-15E13.1	long intergenic non-protein coding RNA 1134	lincRNA	1	3816936	3833789	4	0.588918693773666	0.628360283194565	0.628360283194565	0.20179127324147
ENSG00000236425	AC090018.1		pseudogene	3	195288085	195288450	2	0.129451114185778	0.0849522375996954	0.129451114185778	0.887894207240289
ENSG00000236427	RP11-107M16.2		lincRNA	1	152178334	152179533	3	0.436873224894632	0.309559038010634	0.436873224894632	0.359644571534066
ENSG00000236430	KRT8P29	keratin 8 pseudogene 29	pseudogene	1	203841702	203843315	2	0.592570322452211	0.68813335451162	0.68813335451162	0.162327390955715
ENSG00000236431	AC009237.11		pseudogene	2	96201865	96202243	4	0.69853443865329	0.832766665554624	0.832766665554624	0.0794766673296843
ENSG00000236439	RP11-175B9.3		pseudogene	1	202440937	202441258	2	0.265981361171589	0.194047399343218	0.265981361171589	0.575148795789774
ENSG00000236444	UBE2L5P	ubiquitin-conjugating enzyme E2L 5 (pseudogene)	pseudogene	13	31002084	31002656	3	0.157996635131246	0.138846262639297	0.157996635131246	0.801352162156294
ENSG00000236452	AC123023.1		lincRNA	3	34244736	34310303	3	0.247755306404628	0.125360698924726	0.247755306404628	0.605977035056333
ENSG00000236459	HNRNPA1P22	heterogeneous nuclear ribonucleoprotein A1 pseudogene 22	pseudogene	3	42930853	42931798	2	0.19607563166132	0.15382888937053	0.19607563166132	0.70757637722781
ENSG00000236471	AF127577.12		lincRNA	21	16439391	16440158	2	0.615789578773793	0.741485807005916	0.741485807005916	0.129897157512207
ENSG00000236474	GCNT1P1	glucosaminyl (N-acetyl) transferase 1, core 2 pseudogene 1	pseudogene	20	18400804	18402098	18	0.899000302036003	0.827186153539306	0.899000302036003	0.0462401623573748
ENSG00000236478	AC012513.4		pseudogene	2	217039619	217040755	2	0.589822197361288	0.726294781179684	0.726294781179684	0.138887076467833
ENSG00000236481	AC002331.1		lincRNA	16	26596076	26606134	2	0.659082739335226	0.745536261713368	0.745536261713368	0.127531228295455
ENSG00000236485	RP1-156L9.1		lincRNA	2	132741510	132751734	11	0.159379379197362	0.292681127841538	0.292681127841538	0.533605280089333
ENSG00000236493	EIF2S2P3	eukaryotic translation initiation factor 2, subunit 2 beta pseudogene 3	pseudogene	10	94428502	94429500	16	0.94781131187432	0.76513699036419	0.94781131187432	0.0232781124172874
ENSG00000236499	LINC00896	long intergenic non-protein coding RNA 896	lincRNA	22	20193920	20196047	9	0.120133340519211	0.192793101848548	0.192793101848548	0.714908509243903
ENSG00000236501	AC079305.11		lincRNA	2	177855236	178029244	2	0.564961648022868	0.594156984818586	0.594156984818586	0.226098793010549
ENSG00000236511	RP11-32F11.2		lincRNA	9	3181589	3198517	2	0.208547003180054	0.123390506324511	0.208547003180054	0.680796046583995
ENSG00000236516	AC131180.3	Kruppel-like factor 2 pseudogene 4	pseudogene	2	132057393	132058017	4	0.0776237171691914	0.0231966373349123	0.0776237171691914	1.1100055640256
ENSG00000236529	RP13-254B10.1		pseudogene	7	65305199	65305583	22	0.0509713310442243	0.0338405529041825	0.0509713310442243	1.29267402527702
ENSG00000236532	AL035610.2		lincRNA	21	29488413	29600986	5	0.806597142218052	0.810720085571119	0.810720085571119	0.0911290672138259
ENSG00000236544	AC008060.8		lincRNA	7	155213901	155249794	2	0.633755962684878	0.693941494188923	0.693941494188923	0.158677143121483
ENSG00000236554	ASNSP3	asparagine synthetase pseudogene 3	pseudogene	13	100714550	100715855	4	0.796808938437461	0.95894761705752	0.95894761705752	0.018205115711722
ENSG00000236565	HNRNPA3P5	heterogeneous nuclear ribonucleoprotein A3 pseudogene 5	pseudogene	13	66362064	66362896	2	0.679514670003311	0.906675660173686	0.906675660173686	0.042548042805574
ENSG00000236567	RP11-39K24.7		pseudogene	9	5110913	5112849	2	0.110750266157259	0.0486863738801206	0.110750266157259	0.955655221398437
ENSG00000236577	SNRPGP14	small nuclear ribonucleoprotein polypeptide G pseudogene 14	pseudogene	13	50063106	50063500	2	0.548363046016102	0.535000548726426	0.548363046016102	0.260931819841759
ENSG00000236595	MED15P5	mediator complex subunit 15 pseudogene 5	pseudogene	2	131009141	131010132	12	0.236118143907917	0.167521610472238	0.236118143907917	0.6268706393663
ENSG00000236603	RANP1	RAN, member RAS oncogene family pseudogene 1	pseudogene	6	30453717	30454367	3	0.525615718017332	0.674874932392794	0.674874932392794	0.170776703027185
ENSG00000236609	ZNF853	zinc finger protein 853	protein_coding	7	6655248	6663921	4	0.184096573416024	0.252715059449307	0.252715059449307	0.597368877427682
ENSG00000236611	AP000343.2		lincRNA	22	23668803	23670680	16	0.36448254212308	0.166338699576147	0.36448254212308	0.438323268556393
ENSG00000236624	CCDC163P	coiled-coil domain containing 163, pseudogene	protein_coding	1	45959538	45965724	46	0.136225959946766	0.0336365486908625	0.136225959946766	0.865740123059644
ENSG00000236675	MTX1P1	metaxin 1 pseudogene 1	pseudogene	1	155200766	155204116	7	0.523650657312898	0.666343414506893	0.666343414506893	0.176301890068886
ENSG00000236679	RP4-669L17.1		pseudogene	1	470971	471355	2	0.587992788466468	0.649455673209975	0.649455673209975	0.187450485140993
ENSG00000236682	AC068282.3		lincRNA	2	128146706	128158156	50	0.552824526734693	0.144138905804074	0.552824526734693	0.257412697201799
ENSG00000236698	EIF1AXP1	eukaryotic translation initiation factor 1A, X-linked pseudogene 1	pseudogene	1	17012116	17012550	5	0.736815658725401	0.805530465545563	0.805530465545563	0.0939180297101619
ENSG00000236699	ARHGEF38	Rho guanine nucleotide exchange factor (GEF) 38	protein_coding	4	106473777	106629075	2	0.21570523230573	0.14628089238549	0.21570523230573	0.666139320201368
ENSG00000236700	LINC01010	long intergenic non-protein coding RNA 1010	lincRNA	6	134758854	134825719	6	0.849187906842828	0.933689241876293	0.933689241876293	0.029797645178021
ENSG00000236710	AC108448.2		pseudogene	11	3105623	3106673	25	0.0366563304655242	0.0720485507417123	0.0720485507417123	1.14237475060582
ENSG00000236712	AC079448.1		pseudogene	7	7333139	7333511	3	0.727582322261538	0.761243579842931	0.761243579842931	0.118476357085565
ENSG00000236713	RP11-363I22.3		pseudogene	1	150752748	150753120	4	0.0901142746842096	0.0192870287288794	0.0901142746842096	1.04520640851546
ENSG00000236714	AC005592.1		lincRNA	5	142125165	142140563	7	0.711688030913902	0.669303961591322	0.711688030913902	0.147710338025479
