ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END	meanTwasZscore
ENSG00000233477	RP11-45P22.2		pseudogene	10	107445141	107445623	1.07712
ENSG00000233478	RP1-187B23.1		antisense	1	25971035	25985602	-1.20197
ENSG00000233479	AC017074.1		lincRNA	2	114426743	114430768	-0.5889
ENSG00000233483	CTD-2020K17.4		antisense	17	43322553	43326203	0.756661615384615
ENSG00000233485	RP3-467K16.2		antisense	1	15653176	15670372	2.13473
ENSG00000233487	AC011322.1		pseudogene	3	196710761	196714429	0.379389
ENSG00000233509	ZNF197-AS1	ZNF197 antisense RNA 1 [Source:HGNC Symbol;Acc:40620]	antisense	3	44658620	44666289	1.1094445
ENSG00000233516	RP11-388N2.1		lincRNA	9	120224572	120228538	-0.26242
ENSG00000233517	AC005162.5		antisense	7	29026644	29028515	0.26832
ENSG00000233521	RP5-1172A22.1		lincRNA	22	27617310	27620688	0.07135
ENSG00000233527	AC092295.7		antisense	19	37063972	37085610	1.26390543243243
ENSG00000233529	HCG21	HLA complex group 21 (non-protein coding) [Source:HGNC Symbol;Acc:31335]	antisense	6	30913756	30922639	-1.0565905
ENSG00000233532	LINC00460	long intergenic non-protein coding RNA 460 [Source:HGNC Symbol;Acc:42809]	lincRNA	13	107028911	107030565	0.976645
ENSG00000233534	RP1-38C16.2		lincRNA	6	135950543	135951406	0.255669
ENSG00000233539	AC011294.3	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:C9J2X1]	protein_coding	7	46713383	46799449	0.73684
ENSG00000233540	DNM3-IT1	DNM3 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:41494]	sense_intronic	1	171833327	171833827	0.55297
ENSG00000233547	RP11-57H14.2		antisense	10	114710705	114711634	-0.32172
ENSG00000233554	RP11-326F20.5		antisense	9	33177418	33179981	0.1477675
ENSG00000233558	RP3-486I3.4		pseudogene	6	116580131	116580278	-4.65609
ENSG00000233562	RP11-548N1.1		pseudogene	1	183235737	183236420	0.421809
ENSG00000233569	RP11-500B12.1		lincRNA	9	120410884	120419305	-0.4088738125
ENSG00000233578	RP5-1022P6.3		pseudogene	20	5529486	5530127	-1.271255
ENSG00000233583	RP4-635A23.3		pseudogene	1	185231418	185233488	-0.1363
ENSG00000233587	AC096570.1		lincRNA	2	22759351	22761160	-0.29035
ENSG00000233588	CYP51P2	cytochrome P450, family 51, subfamily A, polypeptide 1 pseudogene 2 [Source:HGNC Symbol;Acc:20251]	pseudogene	13	29296523	29298158	-0.32104
ENSG00000233590	RP11-153K11.3		lincRNA	10	69993008	70002136	0.70956275
ENSG00000233593	RP4-665J23.1		lincRNA	1	91248543	91317207	0.90841
ENSG00000233597	RP11-343B5.1		pseudogene	3	141762465	141763040	-0.81088
ENSG00000233601	NCOR1P3	nuclear receptor corepressor 1 pseudogene 3 [Source:HGNC Symbol;Acc:42996]	pseudogene	7	57659500	57669810	0.051931
ENSG00000233602	ERI3-IT1	ERI3 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:41431]	sense_intronic	1	44709080	44709945	-0.60233
ENSG00000233608	TWIST2	twist family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:20670]	protein_coding	2	239756673	239795893	-0.641174
ENSG00000233609	RP11-62H7.2		pseudogene	8	8818710	8836535	0.258278162162162
ENSG00000233610	LINC00462	long intergenic non-protein coding RNA 462 [Source:HGNC Symbol;Acc:42811]	lincRNA	13	49151110	49152224	-0.024076
ENSG00000233614	DDX11L10	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 like 10 [Source:HGNC Symbol;Acc:14125]	pseudogene	16	61553	64042	-0.1933025
ENSG00000233621	RP11-422J8.1	long intergenic non-protein coding RNA 1137 [Source:HGNC Symbol;Acc:49453]	antisense	1	37920480	37940012	-0.0295892222222222
ENSG00000233622	CYP2T2P	cytochrome P450, family 2, subfamily T, polypeptide 2, pseudogene [Source:HGNC Symbol;Acc:18852]	pseudogene	19	41314430	41317295	0.10168925
ENSG00000233625	RP5-905G11.3		lincRNA	20	17868007	17868804	0.89011
ENSG00000233626	RP11-565J7.1		pseudogene	1	212109591	212109976	-0.182208
ENSG00000233627	C4A-AS1	C4A antisense RNA 1 [Source:HGNC Symbol;Acc:39753]	antisense	6	31967753	31971298	-1.06448
ENSG00000233631	RP11-457M11.2		3prime_overlapping_ncrna	6	26634611	26635861	0.8890865
ENSG00000233633	AC093326.3		lincRNA	2	558204	578145	1.17681
ENSG00000233639	AC018730.1	long intergenic non-protein coding RNA 1158 [Source:HGNC Symbol;Acc:49513]	antisense	2	105424030	105469641	0.280816666666667
ENSG00000233654	AC093388.3		antisense	2	191399581	191432828	0.14925025
ENSG00000233656	RP11-716O23.1		lincRNA	6	11417583	11481472	-1.622576
ENSG00000233665	RP11-523O18.5		antisense	10	50184599	50201091	-0.188
ENSG00000233668	RP11-571F15.3		pseudogene	9	34223982	34224626	-0.81453
ENSG00000233670	PIRT	phosphoinositide-interacting regulator of transient receptor potential channels [Source:HGNC Symbol;Acc:37239]	protein_coding	17	10725792	10741762	-0.47402
ENSG00000233672	RNASEH2B-AS1	RNASEH2B antisense RNA 1 [Source:HGNC Symbol;Acc:39967]	antisense	13	51450822	51484848	1.1099845862069
ENSG00000233673	ANAPC1P1	anaphase promoting complex subunit 1 pseudogene 1 [Source:HGNC Symbol;Acc:44150]	pseudogene	2	87098424	87149816	-0.56466375
ENSG00000233682	RP11-13P5.2		antisense	6	159586941	159591039	0.170539166666667
ENSG00000233690	EBAG9P1	estrogen receptor binding site associated, antigen, 9 pseudogene 1 [Source:HGNC Symbol;Acc:45233]	pseudogene	10	101457164	101457706	-1.25790755555556
ENSG00000233695	GAS6-AS1	GAS6 antisense RNA 1 [Source:HGNC Symbol;Acc:39826]	antisense	13	114518603	114542321	0.215129875
ENSG00000233701	PRR23C	proline rich 23C [Source:HGNC Symbol;Acc:37173]	protein_coding	3	138760944	138763734	-1.181964
ENSG00000233705	SLC26A4-AS1	SLC26A4 antisense RNA 1 [Source:HGNC Symbol;Acc:22385]	antisense	7	107294421	107302596	0.470703333333333
ENSG00000233716	AC074367.1		pseudogene	2	63459588	63460712	1.05492
ENSG00000233723	AC007092.1	long intergenic non-protein coding RNA 1122 [Source:HGNC Symbol;Acc:49267]	lincRNA	2	58654934	59290901	-0.727428
ENSG00000233725	LINC00284	long intergenic non-protein coding RNA 284 [Source:HGNC Symbol;Acc:26981]	lincRNA	13	44482850	44604597	1.254845
ENSG00000233754	AP001628.7		lincRNA	21	44201184	44202343	-0.235557142857143
ENSG00000233755	RP4-799D16.1		lincRNA	1	25370198	25439611	0.66342
ENSG00000233760	AC004947.2		lincRNA	7	26591441	26596819	-0.110762875
ENSG00000233766	AC098617.1		antisense	2	192787272	192908909	0.1136425
ENSG00000233776	RP11-384P7.6		antisense	9	33732973	33738414	1.371775
ENSG00000233787	CTD-2057J6.1		pseudogene	5	29881816	29883052	-1.93894
ENSG00000233800	RP11-295G24.4		sense_intronic	9	135822456	135826943	-1.2556
ENSG00000233806	AC131097.3		antisense	2	242823514	243020873	0.987035
ENSG00000233812	AC139426.2	Uncharacterized protein; cDNA FLJ52611  [Source:UniProtKB/TrEMBL;Acc:B4DXX6]	protein_coding	15	32694108	32695493	0.354415
ENSG00000233818	AP000695.4		antisense	21	37818029	37904706	-1.0159
ENSG00000233820	RP11-535M15.2		pseudogene	9	99488172	99489751	0.910718173913043
ENSG00000233822	HIST1H2BN	histone cluster 1, H2bn [Source:HGNC Symbol;Acc:4749]	protein_coding	6	27806323	27823487	1.31457
ENSG00000233827	FAM58BP	family with sequence similarity 58, member B, pseudogene [Source:HGNC Symbol;Acc:27373]	pseudogene	1	200182656	200183643	-0.72654
ENSG00000233834	AC005083.1		processed_transcript	7	20257200	20261315	-1.849078
ENSG00000233836	RP11-255H23.2		pseudogene	19	23945746	24016116	-0.450889076923077
ENSG00000233837	EIF3LP2	eukaryotic translation initiation factor 3, subunit L pseudogene 2 [Source:HGNC Symbol;Acc:24657]	pseudogene	10	43062125	43062931	-0.30248
ENSG00000233848	RP3-348I23.2		antisense	6	20756334	20800925	0.215368
ENSG00000233852	AC005304.1		lincRNA	17	13836037	13843911	-0.663
ENSG00000233858	AC026904.1		lincRNA	8	49502961	49507181	1.5922
ENSG00000233859	ADH5P4	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 4 [Source:HGNC Symbol;Acc:21377]	pseudogene	6	66546823	66547947	-0.1277
ENSG00000233862	AC016907.3		antisense	2	30273932	30366670	0.2986
ENSG00000233867	SLC9B1P3	solute carrier family 9, subfamily B (NHA1, cation proton antiporter 1), member 1 pseudogene 3 [Source:HGNC Symbol;Acc:43582]	pseudogene	10	38934102	38982199	1.11065
ENSG00000233871	DLG5-AS1	DLG5 antisense RNA 1 [Source:HGNC Symbol;Acc:45109]	antisense	10	79687130	79689582	0.98355
ENSG00000233878	AC073133.1		lincRNA	7	156230483	156238282	-0.991370428571429
ENSG00000233884	XXyac-YM21GA2.3		antisense	9	90463028	90468357	-0.45345
ENSG00000233885	YEATS2-AS1	YEATS2 antisense RNA 1 [Source:HGNC Symbol;Acc:41101]	antisense	3	183524245	183528262	0.610332097560976
ENSG00000233892	PAIP1P1	poly(A) binding protein interacting protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:18240]	pseudogene	6	30154575	30156391	0.5322
ENSG00000233894	RP4-650F12.2		antisense	1	74933879	74935227	-2.639573
ENSG00000233895	RP1-122P22.2		lincRNA	20	19738792	19790319	0.11219
ENSG00000233896	RP4-684O24.5		antisense	20	1927892	1988163	0.93885
ENSG00000233901	RP11-65J3.1		lincRNA	9	132094579	132121817	-0.6911975
ENSG00000233903	Z83851.4		lincRNA	22	42672361	42673058	-1.5074764
ENSG00000233916	ZDHHC20P1	zinc finger, DHHC-type containing 20 pseudogene 1 [Source:HGNC Symbol;Acc:33456]	pseudogene	6	29675902	29676324	-0.112947777777778
ENSG00000233919	RP11-372H2.1		lincRNA	3	41203778	41210038	-0.628589
ENSG00000233922	AL133493.2		lincRNA	21	47013568	47017005	-0.44305
ENSG00000233926	RP11-154D17.1		lincRNA	9	84304628	84391815	-1.4976095
ENSG00000233927	RPS28	ribosomal protein S28 [Source:HGNC Symbol;Acc:10418]	protein_coding	19	8386384	8388198	-0.0347770769230769
ENSG00000233929	MT1XP1	metallothionein 1X pseudogene 1 [Source:HGNC Symbol;Acc:7442]	pseudogene	1	16567708	16567893	-0.3400816
ENSG00000233930	KRTAP5-AS1	KRTAP5-1/KRTAP5-2 antisense RNA 1 [Source:HGNC Symbol;Acc:27877]	antisense	11	1592583	1620414	1.52321968421053
ENSG00000233936	RP11-399H11.2		lincRNA	9	138137542	138144554	-1.26446
ENSG00000233937	CTC-338M12.4		antisense	5	180673523	180684587	1.92652245454545
ENSG00000233942	AC004012.1		lincRNA	7	95101147	95103310	-0.0909783333333333
ENSG00000233945	RP11-344L13.2		lincRNA	10	85432162	85435195	0.30601
ENSG00000233951	RCC2P3	regulator of chromosome condensation 2 pseudogene 3 [Source:HGNC Symbol;Acc:42379]	pseudogene	7	137806948	137809341	1.594616
ENSG00000233952	FTLP15	ferritin, light polypeptide pseudogene 15 [Source:HGNC Symbol;Acc:37965]	pseudogene	7	46037139	46037670	1.49989
ENSG00000233966	UBE2SP1	ubiquitin-conjugating enzyme E2S pseudogene 1 [Source:HGNC Symbol;Acc:30864]	pseudogene	17	15607546	15608214	-1.10361
ENSG00000233967	RP11-250B2.3		lincRNA	6	81153061	81175644	-1.14498152380952
ENSG00000233968	RP11-354E11.2		antisense	10	19999257	20017479	-0.312015
ENSG00000233970	AC092159.3		antisense	2	692083	693235	2.279085
ENSG00000233973	RP4-598G3.1		lincRNA	1	73771853	73820934	0.02977
ENSG00000233974	RP11-823P9.3		pseudogene	5	21481436	21484120	0.0334011428571429
ENSG00000233980	FDPSP2	farnesyl diphosphate synthase pseudogene 2 [Source:HGNC Symbol;Acc:3633]	pseudogene	7	76099479	76100375	-1.478345
ENSG00000233985	RP11-297H3.3		lincRNA	1	170143544	170210428	-0.17935
ENSG00000233987	AC106706.1		lincRNA	3	194426277	194427693	-1.65281
ENSG00000233996	AC013439.4		pseudogene	2	190351206	190352718	-1.003484
ENSG00000234008	PPP1R2P2	protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 2 [Source:HGNC Symbol;Acc:9290]	pseudogene	21	37259365	37260724	-0.043
ENSG00000234025	RP11-257K9.3		pseudogene	6	73867240	73867862	2.396235
ENSG00000234028	AC062029.1		antisense	2	88927095	88931339	-0.157414625
ENSG00000234038	AC123768.3		pseudogene	15	32885854	32886380	-0.3833142
ENSG00000234043	RP11-56M3.1		pseudogene	10	92912362	92913106	0.67313
ENSG00000234055	RP11-247A12.1		antisense	9	131860133	131862545	0.960125
ENSG00000234056	AMER2-AS1	AMER2 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:42813]	lincRNA	13	25746966	25754217	1.65
ENSG00000234065	MTND4P26	MT-ND4 pseudogene 26 [Source:HGNC Symbol;Acc:42213]	pseudogene	2	120971208	120972565	-1.67407866666667
ENSG00000234072	AC074117.10		antisense	2	27579360	27590489	0.253810647058824
ENSG00000234073	AC011816.1		pseudogene	3	36921675	36922220	0.402705
ENSG00000234080	RP11-183G22.1		pseudogene	1	50791803	50792682	-0.864755
ENSG00000234084	RP3-388E23.2		antisense	6	135622706	135628296	-0.073388875
ENSG00000234104	RP5-1177M21.1		lincRNA	20	20951089	20953203	-0.30444
ENSG00000234112	RP11-145A3.4		pseudogene	1	225990850	225991150	0.73
ENSG00000234132	RP11-168O16.2		antisense	1	201004224	201012201	0.187165
ENSG00000234141	AC009473.1		antisense	7	7989484	7990340	0.13561825
ENSG00000234147	RP3-460G2.2		lincRNA	6	141167095	141174061	-0.596208138888889
ENSG00000234152	TCEB2P1	transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B) pseudogene 1 [Source:HGNC Symbol;Acc:39719]	pseudogene	13	25939937	25940293	-0.23883
ENSG00000234155	RP11-30P6.6		lincRNA	6	86096937	86099904	-0.58147625
ENSG00000234156	RP11-64P14.7		antisense	9	125372194	125401964	-0.3976675
ENSG00000234160	RP11-613M10.6		antisense	9	37509147	37510296	-0.961022
ENSG00000234165	AC114877.3		lincRNA	3	26753798	26754855	0.487552
ENSG00000234170	RP11-446F3.2		lincRNA	10	2488447	2489546	0.55634
ENSG00000234171	AC108488.3	RNASEH1 antisense RNA 1 [Source:HGNC Symbol;Acc:49289]	antisense	2	3606207	3609324	0.144364695652174
ENSG00000234175	RP11-730A19.9		pseudogene	10	13181196	13181533	0.07417
ENSG00000234177	AC068057.2	long intergenic non-protein coding RNA 1114 [Source:HGNC Symbol;Acc:49245]	lincRNA	2	105363096	105374177	-0.103272285714286
ENSG00000234181	RP11-182N22.8		antisense	9	35097757	35098138	-2.234953
ENSG00000234199	AC010982.1		lincRNA	2	114737146	114764879	1.164335
ENSG00000234203	RP5-1050D4.2		antisense	17	4877655	4877976	0.500183333333333
ENSG00000234206	RP1-67A8.3		antisense	6	107831007	107832925	-0.169670333333333
ENSG00000234210	AC006372.4		lincRNA	7	157258925	157292410	-0.7441375
ENSG00000234213	FHP1	fumarate hydratase pseudogene 1 [Source:HGNC Symbol;Acc:39442]	pseudogene	13	42830009	42830419	0.23059
ENSG00000234215	RP5-942I16.1		lincRNA	7	69060944	69062434	-0.224583333333333
ENSG00000234222	RP11-315I20.1		antisense	1	145475982	145508474	-0.80671552173913
ENSG00000234224	TMEM229A	transmembrane protein 229A [Source:HGNC Symbol;Acc:37279]	protein_coding	7	123670973	123673523	-0.268698
ENSG00000234225	RP4-704D21.2		lincRNA	1	146473490	146475177	0.478305
ENSG00000234231	AC093616.4		pseudogene	2	88000503	88038766	0.000898500000000024
ENSG00000234232	RP11-353N4.5		lincRNA	1	149691432	149719362	0.670317
ENSG00000234235	BOK-AS1	BOK antisense RNA 1 [Source:HGNC Symbol;Acc:35125]	antisense	2	242483818	242484259	-0.40887
ENSG00000234244	RP11-139J15.5		lincRNA	10	19035362	19036782	-0.26827
ENSG00000234252	AC007308.6		antisense	22	21077335	21080208	-1.30848888888889
ENSG00000234255	AC012370.3		lincRNA	2	65669189	65683705	0.479965333333333
ENSG00000234259	CTC-507E12.1		pseudogene	5	119015892	119016775	0.24484
ENSG00000234261	RP11-146I2.1		lincRNA	6	14977019	15090234	-0.68669
ENSG00000234262	RP1-20N18.4		pseudogene	1	152996438	152996736	-0.51454
ENSG00000234263	RP3-325F22.3		antisense	6	136950310	136969137	0.5955205
ENSG00000234270	RPL36P20	ribosomal protein L36 pseudogene 20 [Source:HGNC Symbol;Acc:44564]	pseudogene	3	41996937	41997255	0.923506
ENSG00000234277	CTD-2090I13.1		lincRNA	1	227581292	227618736	-0.02655
ENSG00000234281	AC007970.1		antisense	2	211189483	211333970	-0.526314833333333
ENSG00000234282	RP4-673D20.4		pseudogene	20	1702691	1703183	-0.67991
ENSG00000234284	ZNF879	zinc finger protein 879 [Source:HGNC Symbol;Acc:37273]	protein_coding	5	178450753	178462065	0.5832
ENSG00000234285	GAPDHP49	glyceraldehyde 3 phosphate dehydrogenase pseudogene 49 [Source:HGNC Symbol;Acc:38555]	pseudogene	2	223368602	223369562	-0.5482365
ENSG00000234289	H2BFS	H2B histone family, member S (pseudogene) [Source:HGNC Symbol;Acc:4762]	pseudogene	21	44985070	44985529	-0.3181
ENSG00000234290	AC116366.6		antisense	5	131804582	131808735	-0.881268666666667
ENSG00000234292	RP11-213H15.1		lincRNA	5	90575914	90576959	-0.22521
ENSG00000234303	CLYBL-AS1	CLYBL antisense RNA 1 [Source:HGNC Symbol;Acc:39893]	antisense	13	100378501	100379745	-0.73551
ENSG00000234323	RP11-308N19.1		lincRNA	9	109040673	109367076	-0.7147484
ENSG00000234324	RPL9P2	ribosomal protein L9 pseudogene 2 [Source:HGNC Symbol;Acc:17049]	pseudogene	17	15346953	15347505	0.63231
ENSG00000234327	AC012146.7		processed_transcript	17	5014763	5017674	1.18580937837838
ENSG00000234329	RP11-767N6.2		pseudogene	1	46116711	46117498	-1.37216823529412
ENSG00000234336	JAZF1-AS1	JAZF1 antisense RNA 1 [Source:HGNC Symbol;Acc:41218]	antisense	7	28219941	28283536	1.23482008695652
ENSG00000234338	RP11-797H7.1		pseudogene	7	64295658	64297260	-0.248798153846154
ENSG00000234350	AC007405.4		lincRNA	2	171579719	171627276	-0.53911
ENSG00000234352	hsa-mir-490	hsa-mir-490 [Source:miRBase;Acc:MI0003125]	antisense	7	136370306	136866854	-1.283151
ENSG00000234353	AP000347.4		pseudogene	22	23980679	23982949	-0.874479972972973
ENSG00000234354	RPS26P47	ribosomal protein S26 pseudogene 47 [Source:HGNC Symbol;Acc:36368]	pseudogene	13	101192089	101192528	0.83248
ENSG00000234362	AC104654.2		lincRNA	2	42158739	42160863	0.1190644
ENSG00000234373	SNX18P7	sorting nexin 18 pseudogene 7 [Source:HGNC Symbol;Acc:39615]	pseudogene	9	33576378	33577012	-0.08779
ENSG00000234377	RNF219-AS1	RNF219 antisense RNA 1 [Source:HGNC Symbol;Acc:42700]	antisense	13	78493904	79191463	1.8358
ENSG00000234378	AC098828.2		lincRNA	2	20263617	20306590	-0.994196666666667
ENSG00000234380	AP000330.8		antisense	21	36118054	36157183	0.281459090909091
ENSG00000234382	RP11-40F6.1		pseudogene	10	81993420	82005123	-0.37073
ENSG00000234383	CTBP2P8	C-terminal binding protein 2 pseudogene 8 [Source:HGNC Symbol;Acc:45200]	pseudogene	1	68627444	68628773	-0.44401
ENSG00000234384	LINC01049	long intergenic non-protein coding RNA 1049 [Source:HGNC Symbol;Acc:49043]	lincRNA	13	91145541	91187334	0.04216
ENSG00000234389	AC007278.3		sense_intronic	2	103055173	103056935	0.1052976
ENSG00000234393	RP11-211N11.5		antisense	10	115470440	115471591	-1.56902333333333
ENSG00000234396	RP11-181G12.4		lincRNA	1	2151974	2152177	-2.18
ENSG00000234409	AC006547.14	uncharacterized protein LOC388849  [Source:RefSeq peptide;Acc:NP_001230466]	protein_coding	22	20135950	20138399	0.1303454375
ENSG00000234420	ZNF37BP	zinc finger protein 37B, pseudogene [Source:HGNC Symbol;Acc:13103]	pseudogene	10	43008958	43048270	-0.876584857142857
ENSG00000234423	AC019118.2		lincRNA	2	2898820	3129798	-0.362966
ENSG00000234424	RP11-213G2.1		pseudogene	9	88368221	88401490	-0.71105
ENSG00000234425	RP11-528G1.2		antisense	1	160506863	160541248	-0.782
ENSG00000234426	RP11-459O1.2		lincRNA	6	89008669	89130752	0.749
ENSG00000234432	RP11-1275H24.1		lincRNA	7	5466033	5468361	0.6831
ENSG00000234437	RP1-206D15.3		lincRNA	1	169411876	169423818	-0.98251
ENSG00000234444	ZNF736	zinc finger protein 736 [Source:HGNC Symbol;Acc:32467]	protein_coding	7	63767837	63815238	0.806539774193548
ENSG00000234450	AC005534.6		pseudogene	7	156426049	156426481	-0.37217
ENSG00000234455	AC067960.1		lincRNA	2	121839013	121846302	0.0614295
ENSG00000234456	MAGI2-AS3	MAGI2 antisense RNA 3 [Source:HGNC Symbol;Acc:40862]	processed_transcript	7	79082198	79100524	0.146490727272727
ENSG00000234459	AC002064.4		antisense	7	89895348	89899530	-0.111089666666667
ENSG00000234460	XXyac-YM21GA2.4		lincRNA	9	90479081	90481205	-0.1608
ENSG00000234465	PINLYP	phospholipase A2 inhibitor and LY6/PLAUR domain containing [Source:HGNC Symbol;Acc:44206]	protein_coding	19	44081344	44086256	0.345047575757576
ENSG00000234474	RP11-501J20.2		lincRNA	10	118918167	118928570	0.33587
ENSG00000234476	RP11-496N12.6		sense_intronic	1	225634945	225653045	0.257828
ENSG00000234477	AC004231.2		antisense	17	39077682	39132178	0.5960904
ENSG00000234478	RP11-275I14.4		antisense	1	226335704	226342772	-0.395935
ENSG00000234481	RP4-614N24.1		antisense	1	37238741	37241369	-1.1761
ENSG00000234484	RP1-55C23.7		antisense	6	133073889	133075090	-1.1527295
ENSG00000234492	RPL34-AS1	RPL34 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:26749]	lincRNA	4	109459346	109541616	0.436267444444444
ENSG00000234494	AC003665.1		antisense	17	45974696	46018776	1.39795
ENSG00000234498	RPL13AP20	ribosomal protein L13a pseudogene 20 [Source:HGNC Symbol;Acc:35709]	pseudogene	12	13028433	13029044	1.978429
ENSG00000234500	GS1-124K5.10		pseudogene	7	65976543	66010053	-0.80956425
ENSG00000234506	RP11-274B18.2		lincRNA	9	71158457	71161505	-0.791476666666667
